district,area,chamber,market,building,floor,building_floors,construction_year,standard,property,window,heating,url,rent,price
 Ochota,54.0,3,wtórny,,3.0,3.0,2010.0,,pełna własność,,,https://www.otodom.pl/oferta/mieszkanie-warszawa-ochota-ID43u3o.html#9baf42a8e6,,745000.0
 Włochy,67.0,3,wtórny,blok,1.0,4.0,1996.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/wlochy-fasolowa-3-pokojowe-ID43nAp.html#9baf42a8e6,600.0,560000.0
 Ursus,67.64,3,pierwotny,,7.0,7.0,2020.0,,,,,https://www.otodom.pl/oferta/piekne-zachody-slonca-w-cenie-ostatnie-pietro-ID43u46.html#9baf42a8e6,,498000.0
 Wilanów,70.03,4,pierwotny,,1.0,2.0,2021.0,,,,,https://www.otodom.pl/oferta/luksusowa-strefa-spa-u-twoim-domu-to-mozliwe-ID43u47.html#9baf42a8e6,,578000.0
 Ochota,67.0,3,wtórny,blok,1.0,3.0,2000.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/bezposrednio-tel-od-g-16-wlodarzewska-3pokoje-ID43kF8.html#9baf42a8e6,650.0,660000.0
 Białołęka,57.33,3,pierwotny,blok,0.0,6.0,2020.0,,pełna własność,,,https://www.otodom.pl/oferta/3-pok-z-ogrodkiem-wsrod-zieleni-platnosc-30-70-ID43u4w.html#8398e2b379,,401500.0
 Wola,45.28,2,pierwotny,,3.0,26.0,2021.0,,,,,https://www.otodom.pl/oferta/prestiz-na-ktory-ciebie-stac-sprawdz-sam-ID43u4t.html#8398e2b379,,570528.0
 Ursus,56.76,3,pierwotny,blok,1.0,7.0,2021.0,,,,miejskie,https://www.otodom.pl/oferta/3-pokoje-z-oddzielna-kuchnia-super-komunikacja-ID43u4q.html#8398e2b379,,398000.0
 Wola,37.03,1,pierwotny,,11.0,26.0,2021.0,,,,,https://www.otodom.pl/oferta/prestiz-na-ktory-ciebie-stac-sprawdz-sam-ID43u4x.html#8398e2b379,,618400.0
 Bemowo,77.59,3,pierwotny,,0.0,5.0,2019.0,,,,,https://www.otodom.pl/oferta/hit-parter-i-trzy-pokoje-swietne-rozmieszczenie-ID43u4u.html#8398e2b379,,647000.0
 Białołęka,900.0,3,pierwotny,blok,1.0,6.0,2020.0,,pełna własność,,,https://www.otodom.pl/oferta/promocja-na-komfortowe-3-pokoje-w-zielonej-okolicy-ID43u4s.html#8398e2b379,,399900.0
 Wola,42.24,2,pierwotny,,11.0,26.0,2021.0,,,,,https://www.otodom.pl/oferta/mieszkanie-marzen-z-pieknym-widokiem-ID43u4A.html#8398e2b379,,671000.0
 Wola,50.41,3,pierwotny,,11.0,26.0,2021.0,,,,,https://www.otodom.pl/oferta/mieszkanie-marzen-z-pieknym-widokiem-ID43u4C.html#8398e2b379,,690000.0
 Wola,93.11,4,pierwotny,,11.0,26.0,2021.0,,,,,https://www.otodom.pl/oferta/prestiz-na-ktory-ciebie-stac-sprawdz-sam-ID43u4E.html#8398e2b379,,1061454.0
 Wola,74.37,3,pierwotny,,11.0,26.0,2021.0,,,,,https://www.otodom.pl/oferta/prestiz-na-ktory-ciebie-stac-sprawdz-sam-ID43u4B.html#8398e2b379,,959373.0
 Wola,93.11,4,pierwotny,,11.0,26.0,2021.0,,,,,https://www.otodom.pl/oferta/mieszkanie-z-perfekcyjnym-rozkladem-ID43u4F.html#8398e2b379,,1061000.0
 Wola,61.72,3,pierwotny,,11.0,26.0,2021.0,,,,,https://www.otodom.pl/oferta/rodzinne-mieszkanie-ze-swietna-komunikacja-ID43u4D.html#8398e2b379,,715000.0
 Ursus,41.37,2,pierwotny,,4.0,7.0,2020.0,,,,,https://www.otodom.pl/oferta/przytulne-2-pokoje-hit-na-ursusie-ID43u4G.html#8398e2b379,,348000.0
 Ursus,67.64,3,pierwotny,,3.0,7.0,2020.0,,,,,https://www.otodom.pl/oferta/hit-na-ursusie-3-pokoje-swietne-rozmieszczenie-ID43u4H.html#8398e2b379,,475000.0
 Mokotów,49.16,2,pierwotny,,1.0,6.0,2020.0,,,,,https://www.otodom.pl/oferta/dwojka-mokotow-zamieszkaj-w-pieknej-okolicy-ID43u4J.html#8398e2b379,,559932.4
 Włochy,70.74,3,pierwotny,,1.0,7.0,2020.0,,,,,https://www.otodom.pl/oferta/mieszkanie-o-podwyzszonym-standardzie-ID43u4I.html#8398e2b379,,735696.0
 Śródmieście,77.5,2,wtórny,apartamentowiec,3.0,4.0,2018.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/art-deco-winda-do-apartamentu-bezposrednio-ID43u56.html#8398e2b379,,1325111.0
 Mokotów,60.97,3,pierwotny,,1.0,6.0,2020.0,,,,,https://www.otodom.pl/oferta/3-pokoje-dla-rodziny-w-rozsadnej-cenie-bez-pcc-ID43u4K.html#8398e2b379,,658729.5
 Włochy,39.18,2,pierwotny,,1.0,7.0,2020.0,,,,,https://www.otodom.pl/oferta/swietne-mieszkanie-szybki-dojazd-do-centrum-ID43u4O.html#8398e2b379,,405513.0
 Włochy,43.48,2,pierwotny,,1.0,7.0,2020.0,,,,,https://www.otodom.pl/oferta/wysoki-standard-5-km-od-centrum-ID43u4N.html#8398e2b379,,450018.0
 Włochy,50.7,2,pierwotny,,4.0,7.0,2020.0,,,,,https://www.otodom.pl/oferta/wysoki-standard-mieszkania-swietna-okolica-ID43u4M.html#8398e2b379,,537420.0
 Śródmieście,78.0,2,wtórny,apartamentowiec,11.0,44.0,2015.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/twarda-4-bezprowizyjny-wynajem-michal-lech-ID43u59.html#8398e2b379,,2700000.0
 Mokotów,35.29,2,pierwotny,,1.0,6.0,2020.0,,,,,https://www.otodom.pl/oferta/2-pokoje-pod-wynajem-bez-pcc-ID43u4L.html#8398e2b379,,437243.1
 Śródmieście,78.0,2,wtórny,apartamentowiec,11.0,44.0,2015.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/twarda-4-bezprowizyjny-wynajem-michal-lech-ID43u58.html#8398e2b379,,2700000.0
 Śródmieście,97.4,3,pierwotny,apartamentowiec,11.0,52.0,2018.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/zlota-44-bezprowizyjny-wynajem-michal-lech-ID43u5b.html#8398e2b379,,3237060.0
 Śródmieście,170.8,4,pierwotny,apartamentowiec,11.0,52.0,2018.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/zlota-44-bezprowizyjny-wynajem-michal-lech-ID43u5c.html#8398e2b379,,4099200.0
 Śródmieście,165.0,3,wtórny,apartamentowiec,11.0,44.0,2015.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/twarda-4-bezprowizyjny-wynajem-michal-lech-ID43u5e.html#8398e2b379,,5800000.0
 Śródmieście,63.1,2,pierwotny,apartamentowiec,11.0,44.0,2018.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/zlota-44-bezprowizyjny-wynajem-michal-lech-ID43u5a.html#8398e2b379,,2839500.0
 Białołęka,31.51,2,pierwotny,,1.0,4.0,,,,,,https://www.otodom.pl/oferta/inwestycja-blizej-gwiazd-mieszkanie-a1-5-ID43u5V.html#8398e2b379,,
 Śródmieście,135.0,3,wtórny,apartamentowiec,11.0,44.0,2015.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/twarda-4-bezprowizyjny-wynajem-michal-lech-ID2CjZ6.html#8398e2b379,,4850000.0
 Śródmieście,165.0,3,wtórny,apartamentowiec,11.0,44.0,2015.0,,pełna własność,aluminiowe,miejskie,https://www.otodom.pl/oferta/twarda-4-bezprowizyjny-wynajem-michal-lech-ID43u5d.html#8398e2b379,,5800000.0
 Białołęka,88.35,4,pierwotny,,2.0,4.0,,,,,,https://www.otodom.pl/oferta/inwestycja-blizej-gwiazd-mieszkanie-a1-7-ID43u5W.html#8398e2b379,,
 Ursynów,30.9,1,wtórny,,1.0,,,,spółdzielcze własnościowe,,,https://www.otodom.pl/oferta/kawalerka-super-lokalizacja-metro-ID42UEZ.html#8398e2b379,445.0,335000.0
 Żoliborz,56.0,3,wtórny,blok,3.0,4.0,1938.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-56-m-warszawa-ID43u6i.html#8398e2b379,,579000.0
 Białołęka,31.51,2,pierwotny,,0.0,4.0,,,,,,https://www.otodom.pl/oferta/inwestycja-blizej-gwiazd-mieszkanie-a1-2-ID43u5Z.html#8398e2b379,,
 Wola,71.0,3,wtórny,apartamentowiec,2.0,16.0,2017.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/3-pokoje-na-woli-ID43u6d.html#8398e2b379,,1136000.0
 Białołęka,56.48,3,pierwotny,,1.0,4.0,,,,,,https://www.otodom.pl/oferta/inwestycja-blizej-gwiazd-mieszkanie-a1-4-ID43u5X.html#8398e2b379,,
 Białołęka,63.95,4,pierwotny,,0.0,4.0,,,,,,https://www.otodom.pl/oferta/inwestycja-blizej-gwiazd-mieszkanie-a1-3-ID43u5Y.html#8398e2b379,,
 Białołęka,31.31,2,pierwotny,,0.0,4.0,,,,,,https://www.otodom.pl/oferta/inwestycja-blizej-gwiazd-mieszkanie-a1-1-ID43u60.html#8398e2b379,,
 Praga-Południe,66.38,3,wtórny,apartamentowiec,11.0,17.0,2019.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/nowe-mieszkanie-66-m2-praga-pld-3-pok-2-balkony-ID43m25.html#8398e2b379,500.0,730100.0
 Bemowo,75.04,3,pierwotny,blok,0.0,5.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/okazja-ukonczona-inwestycja-przy-metrze-ostatnie-ID43u6r.html#8398e2b379,500.0,634000.0
 Śródmieście,67.5,3,wtórny,kamienica,8.0,9.0,1954.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/w-kamienicy-z-winda-i-miejscem-parkingowym-ID43u6l.html#8398e2b379,570.0,1040000.0
 Bemowo,77.59,3,pierwotny,blok,0.0,5.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/okazja-ukonczona-inwestycja-przy-metrze-ostatnie-ID43u6j.html#8398e2b379,500.0,647000.0
 Bemowo,74.33,3,pierwotny,blok,1.0,5.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/okazja-ukonczona-inwestycja-przy-metrze-ostatnie-ID43u6B.html#8398e2b379,500.0,607000.0
 Ursynów,54.6,2,wtórny,blok,1.0,5.0,2000.0,do zamieszkania,,,miejskie,https://www.otodom.pl/oferta/okazja-ursynow-natolin-2pok-na-sprzedaz-ID43u6L.html#8398e2b379,,490000.0
 Praga-Południe,66.57,3,wtórny,apartamentowiec,11.0,17.0,2019.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/nowe-3-pokojowe-mieszkanie-66-m2-praga-pld-korona-ID43m0l.html#8398e2b379,500.0,721400.0
 Praga-Południe,33.48,2,wtórny,blok,1.0,4.0,1974.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/2-pokoje-po-generalnym-remoncie-na-grochowie-ID43u6k.html#8398e2b379,330.0,410000.0
 Bemowo,74.33,3,pierwotny,blok,2.0,5.0,2019.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/ukonczona-inwestycja-przy-metrze-ostatnie-sztuki-ID43u7G.html#8398e2b379,500.0,615000.0
 Białołęka,54.83,2,wtórny,apartamentowiec,3.0,5.0,2018.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-w-wysokim-standardzie-z-garazem-ID43u6W.html#8398e2b379,450.0,725000.0
 Praga-Południe,39.0,2,wtórny,kamienica,0.0,1.0,,do wykończenia,pełna własność,plastikowe,elektryczne,https://www.otodom.pl/oferta/bez-posrednikow-39-m2-2-pok-parter-3-m-wysokosc-ID413rs.html#8398e2b379,,306000.0
 Ursynów,64.0,3,wtórny,blok,1.0,3.0,1986.0,,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mieszkanie-64m-3-pok-ul-surowieckiego-ursynow-ID41Wbk.html#8398e2b379,680.0,498000.0
 Mokotów,45.0,2,wtórny,blok,0.0,3.0,,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/mokotow-ul-gandhiego-2-pok-45-m-piwnica-ID43u7F.html#8398e2b379,454.0,530000.0
 Bemowo,61.85,3,pierwotny,blok,3.0,5.0,2019.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/okazyjne-3-pokoje-przy-metrze-klucze-w-tym-roku-ID43u7O.html#8398e2b379,400.0,542000.0
 Wilanów,156.0,5,wtórny,,1.0,4.0,2017.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/unikalny-5-pokojowy-apartament-ostoja-wilanow-ID43tRG.html#8398e2b379,1.0,2800000.0
 Praga-Północ,27.16,1,wtórny,kamienica,0.0,4.0,1938.0,do zamieszkania,pełna własność,drewniane,gazowe,https://www.otodom.pl/oferta/kawalerka-27-16-m2-klimatyczne-kamienica-praga-pl-ID43u9T.html#b8e03d7e69,,297000.0
 Ursynów,53.0,3,wtórny,blok,3.0,3.0,1977.0,,spółdzielcze własnościowe,drewniane,miejskie,https://www.otodom.pl/oferta/metro-ursynow-bezposrednio-puszczyka-trzypokojowe-ID42oWV.html#b8e03d7e69,520.0,499000.0
 Bemowo,61.85,3,pierwotny,blok,3.0,5.0,2019.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/klucze-do-odbioru-gotowy-budynek-od-dewelopera-ID43ua8.html#b8e03d7e69,,542000.0
 Bielany,71.02,3,wtórny,,2.0,3.0,2010.0,do zamieszkania,,drewniane,miejskie,https://www.otodom.pl/oferta/3-pokoje-71m2-garaz-ul-wolczynska-metro-mlociny-ID43u9W.html#b8e03d7e69,750.0,679000.0
 Targówek,42.61,2,wtórny,blok,10.0,10.0,1974.0,do zamieszkania,,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-do-wejscia-brodno-blisko-galerii-renova-ID43u7Q.html#8398e2b379,650.0,349000.0
 Ursus,60.2,2,wtórny,blok,5.0,6.0,,,pełna własność,plastikowe,,https://www.otodom.pl/oferta/bezposrednio-mieszkanie-60-2-m2-garaz-komorka-ID43ktj.html#8398e2b379,,479000.0
 Praga-Północ,39.16,2,wtórny,kamienica,3.0,4.0,1938.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/2-pokoje-39-16m2-klimatyczne-kamienica-praga-pl-ID43u9X.html#b8e03d7e69,,383768.0
 Włochy,21.29,2,wtórny,kamienica,2.0,2.0,1927.0,do wykończenia,,plastikowe,gazowe,https://www.otodom.pl/oferta/nowa-piekna-kawalerka-21m2-wlochy-ul-potrzebna-ID43u9U.html#b8e03d7e69,80.0,255480.0
 Wawer,75.0,4,pierwotny,,0.0,1.0,2020.0,do wykończenia,pełna własność,plastikowe,gazowe,https://www.otodom.pl/oferta/75-m2-ogrodek-127-158-m2-polana-wawer-ID30WDM.html#b8e03d7e69,,420000.0
 Bielany,49.0,2,wtórny,blok,10.0,10.0,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/sprzedam-mieszkanie-49-mkw-metro-mlociny-okazja-ID3VASo.html#b8e03d7e69,570.0,459000.0
 Wola,49.2,2,wtórny,,3.0,6.0,2015.0,do zamieszkania,,drewniane,,https://www.otodom.pl/oferta/piekne-mieszkanie-na-bliskiej-woli-ID43uaq.html#b8e03d7e69,500.0,670000.0
 Mokotów,38.2,2,wtórny,blok,0.0,8.0,1964.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/modzelewskiego-2-pokoje-metro-wierzbno-ID43uap.html#b8e03d7e69,400.0,455000.0
 Praga-Południe,34.26,1,pierwotny,apartamentowiec,7.0,8.0,,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/przestronna-kawalerka-z-loggia-na-7-pietrze-ID43uaZ.html#b8e03d7e69,,425699.0
 Ochota,63.0,3,pierwotny,apartamentowiec,5.0,3.0,2014.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/ochota-bezposrednio-wlodarzewska-negocjacja-ID42S7B.html#b8e03d7e69,700.0,790000.0
 Mokotów,44.78,2,pierwotny,blok,2.0,6.0,2020.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/nowe-mieszkanie-45m2-mokotow-ID41mZz.html#b8e03d7e69,,490900.0
 Włochy,18.0,1,wtórny,blok,1.0,4.0,1960.0,,,,,https://www.otodom.pl/oferta/kawalerka-lotnisko-l-inwestycja-na-start-l-ID43pXL.html#b8e03d7e69,250.0,215000.0
 Praga-Południe,66.1,3,wtórny,apartamentowiec,1.0,5.0,2001.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/warszawa-saska-kepa-arabska-5-bezposr-66-1-m2-ID3MGsg.html#b8e03d7e69,905.0,599000.0
 Praga-Południe,48.0,2,pierwotny,apartamentowiec,,5.0,2020.0,do wykończenia,,plastikowe,,https://www.otodom.pl/oferta/2-pok-od-poludnia-gotowe-na-wiosne-skm-goclawek-ID43ubz.html#b8e03d7e69,,407000.0
 Śródmieście,127.81,6,wtórny,apartamentowiec,0.0,4.0,2002.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-127-81-m-warszawa-ID43trO.html#b8e03d7e69,900.0,1180000.0
 Praga-Południe,40.0,2,pierwotny,apartamentowiec,5.0,8.0,2021.0,do wykończenia,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-na-wysokim-pietrze-goclaw-ID43ub5.html#b8e03d7e69,,406000.0
 Bemowo,50.6,2,wtórny,blok,0.0,2.0,,do zamieszkania,,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pok-z-ogrodkiem-2-miejsca-postojowe-i-komorka-ID431oR.html#b8e03d7e69,485.0,650000.0
 Mokotów,55.9,3,wtórny,blok,10.0,10.0,1972.0,,,,,https://www.otodom.pl/oferta/mieszkanie-55-90-m-warszawa-ID43ubf.html#b8e03d7e69,,650000.0
 Wawer,62.98,3,wtórny,blok,2.0,3.0,2010.0,,,,,https://www.otodom.pl/oferta/mieszkanie-62-98-m-warszawa-ID43ubd.html#b8e03d7e69,,742000.0
 Praga-Północ,42.4,2,pierwotny,apartamentowiec,1.0,6.0,2020.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/metro-bezposrednio-42-m2-2-pok-bohema-ID41RdM.html#b8e03d7e69,,479700.0
 Żoliborz,82.7,3,wtórny,kamienica,3.0,3.0,1936.0,,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/stary-zoliborz-plac-inwalidow-w-kamienicy-z-1936-ID43ucL.html#b8e03d7e69,,1075000.0
 Białołęka,79.0,4,pierwotny,blok,5.0,5.0,2019.0,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/ostatnie-pietro-4-przystanki-do-metra-marymont-ID43uc4.html#b8e03d7e69,,524500.0
 Praga-Południe,51.0,2,wtórny,apartamentowiec,1.0,5.0,2019.0,do wykończenia,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-51-m-warszawa-ID43ucQ.html#b8e03d7e69,,413000.0
 Wola,54.5,3,wtórny,blok,3.0,9.0,2013.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/3-pokoje-54-5-m-warszawa-wola-odolany-ID42dc6.html#b8e03d7e69,550.0,681195.5
 Białołęka,79.0,4,pierwotny,blok,4.0,5.0,2019.0,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/4-przystanki-do-metra-inwestycja-zrealizowana-ID43uc6.html#b8e03d7e69,,529500.0
 Białołęka,79.0,4,pierwotny,blok,5.0,5.0,2019.0,do wykończenia,pełna własność,,,https://www.otodom.pl/oferta/ostatnie-pietro-4-przystanki-do-metra-marymont-ID43uc5.html#b8e03d7e69,,524500.0
 Wilanów,90.0,3,wtórny,apartamentowiec,1.0,4.0,2008.0,do zamieszkania,,drewniane,,https://www.otodom.pl/oferta/mieszkanie-90-m-warszawa-ID43rXn.html#b8e03d7e69,,990000.0
 Białołęka,37.7,1,wtórny,blok,7.0,8.0,,,,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-38m2-tarchomin-ID42ZgK.html#b8e03d7e69,,325000.0
 Białołęka,64.5,3,wtórny,blok,2.0,3.0,2007.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/widne-3-pokoje-z-miejscem-parkingowym-i-piwnica-ID438DZ.html#b8e03d7e69,,459000.0
 Śródmieście,57.0,2,wtórny,kamienica,4.0,5.0,1955.0,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/marszalkowska-57m2-2-3-pokoje-mdm-komorka-piwnica-ID4379V.html#b8e03d7e69,600.0,679000.0
 Praga-Południe,58.0,3,pierwotny,apartamentowiec,5.0,,2020.0,do wykończenia,,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pok-widna-kuchnia-skm-goclawek-ii-kw-2020r-ID43udq.html#b8e03d7e69,,474000.0
 Wawer,75.92,4,pierwotny,,1.0,5.0,2020.0,,,,,https://www.otodom.pl/oferta/wawer-marysin-ID43udI.html#b8e03d7e69,,580788.0
 Praga-Południe,33.46,1,pierwotny,apartamentowiec,2.0,8.0,,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/kawalerka-w-pieknej-inwestycji-na-kamionku-ID43udk.html#b8e03d7e69,,368222.0
 Bemowo,64.5,3,wtórny,blok,2.0,10.0,1981.0,do zamieszkania,spółdzielcze wł. z KW,,,https://www.otodom.pl/oferta/3-pokoje-bemowo-ul-goluchowska-ID43udS.html#b8e03d7e69,590.0,497000.0
 Śródmieście,66.14,3,pierwotny,apartamentowiec,10.0,11.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/srodmiescie-al-jana-pawla-ii-3-pokoje-nowe-ID42Gph.html#b8e03d7e69,700.0,749000.0
 Praga-Południe,29.1,1,wtórny,blok,1.0,3.0,2001.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/mieszkanie-29-10-m-warszawa-ID43g1D.html#b8e03d7e69,304.0,359000.0
 Mokotów,93.3,3,wtórny,apartamentowiec,6.0,11.0,,,,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-93-30-m-warszawa-ID43bdb.html#b8e03d7e69,900.0,895000.0
 Ursynów,79.73,4,pierwotny,blok,4.0,4.0,2020.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/warszawa-klobucka-79-73-m2-0-od-kupujacego-ID43uei.html#b8e03d7e69,,832000.0
 Włochy,46.0,3,wtórny,,2.0,,1980.0,do remontu,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-46-m-warszawa-ID43ipK.html#b8e03d7e69,450.0,489990.0
 Mokotów,137.0,6,wtórny,kamienica,4.0,4.0,1950.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/mokotow-6-pokoi-137-m2-chelmska-unikalne-ID43ezG.html#b8e03d7e69,1.0,1190000.0
 Praga-Południe,33.09,1,pierwotny,apartamentowiec,4.0,8.0,,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/dokonala-lokalizacja-blisko-wwa-wschodnia-i-metro-ID43ue5.html#b8e03d7e69,,382327.0
 Ursynów,39.87,2,pierwotny,blok,3.0,4.0,2020.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/warszawa-klobucka-39-87-m2-0-od-kupujacego-ID43ueh.html#b8e03d7e69,,384000.0
 Wola,85.0,4,pierwotny,,,,,,pełna własność,,,https://www.otodom.pl/oferta/nowy-budynek-m4-taras-balkon-rodziny-polecam-ID43uel.html#b8e03d7e69,,740000.0
 Praga-Południe,38.0,2,wtórny,blok,5.0,5.0,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/idealna-lokalizacja-na-pradze-poludnie-ID43teb.html#b8e03d7e69,370.0,340000.0
 Ochota,35.0,2,wtórny,,3.0,3.0,1951.0,,,,,https://www.otodom.pl/oferta/mieszkanie-warszawa-ochota-stara-ochota-ID42rX1.html#b8e03d7e69,,525000.0
 Praga-Południe,52.11,2,pierwotny,apartamentowiec,5.0,8.0,,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/bliskosc-dworca-wwa-wschodnia-i-planowanego-metra-ID43ueD.html#b8e03d7e69,,541811.0
 Wola,66.3,3,pierwotny,apartamentowiec,0.0,6.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/wola-vis-a-vis-apartament-ogrodek-36m-etap-i-ID42rjZ.html#b8e03d7e69,,645000.0
 Praga-Południe,39.82,2,pierwotny,apartamentowiec,4.0,8.0,,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/stylowy-projekt-w-wyjatkowej-lokalizacji-na-pradze-ID43ueu.html#b8e03d7e69,,455755.0
 Ursus,41.37,2,pierwotny,apartamentowiec,4.0,7.0,,do wykończenia,,,,https://www.otodom.pl/oferta/2-pokoje-w-swietnej-cenie-blisko-pkp-ursus-ID43ueF.html#b8e03d7e69,,348000.0
 Białołęka,45.0,2,wtórny,,0.0,3.0,2004.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/sprzedam-mieszkanie-dwupokojowe-na-bialolece-ID43ueM.html#b8e03d7e69,470.0,320000.0
 Włochy,45.03,2,pierwotny,apartamentowiec,1.0,,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-45m2-super-lokalizacja-gotowe-ID43kEE.html#b8e03d7e69,400.0,446000.0
 Wola,48.0,3,wtórny,blok,4.0,9.0,1967.0,do remontu,spółdzielcze własnościowe,drewniane,miejskie,https://www.otodom.pl/oferta/3-pokoje-muranow-polin-karmelicka-srodmiescie-ID43uf1.html#b8e03d7e69,580.0,525000.0
 Bielany,37.0,2,wtórny,blok,10.0,10.0,1970.0,do remontu,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/dorycka-metro-mlociny-ID435dO.html#b8e03d7e69,223.0,325000.0
 Praga-Południe,84.0,4,wtórny,blok,10.0,4.0,2005.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/rondo-wiatraczna-84m2-ID41QRH.html#b8e03d7e69,,670000.0
 Śródmieście,58.0,3,wtórny,blok,0.0,5.0,1982.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/ul-dobra-dwupak-ID43rZc.html#b8e03d7e69,650.0,650000.0
 Targówek,42.0,2,wtórny,blok,4.0,10.0,1975.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/dwa-rozkladowe-pokoje-na-brodnie-ID43ufl.html#b8e03d7e69,,460000.0
 Praga-Południe,37.41,2,pierwotny,apartamentowiec,6.0,8.0,,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/przyjazne-osiedle-w-sasiedztwie-nowej-stacji-metra-ID43uj6.html#71c9d35cde,,444774.0
